seq,cycle_duration_us,period_interval_us,read_duration_us,controller_duration_us,write_duration_us,deadline_missed,ok
952,15987.98,33332.17,1.30,6.44,15979.91,0,1
953,14646.46,33334.92,1.94,7.07,14637.03,0,1
954,13316.07,33336.11,9.98,13.20,13290.53,0,1
955,11968.68,33330.94,5.20,11.02,11951.28,0,1
956,10647.80,33344.86,25.31,25.52,10592.05,0,1
957,9283.39,33323.15,4.33,10.56,9267.70,0,1
958,23995.01,33330.90,2.19,7.70,23984.71,0,1
959,22614.42,33336.48,16.38,24.92,22570.03,0,1
960,21257.25,33331.60,9.32,15.94,21231.03,0,1
961,19921.81,33332.09,2.35,7.35,19911.55,0,1
962,18744.52,33340.49,14.94,19.64,18707.08,0,1
963,17258.15,33326.26,1.89,7.45,17248.35,0,1
964,15910.17,33334.11,3.45,9.61,15896.45,0,1
965,14559.67,33334.38,6.93,13.27,14537.98,0,1
966,13230.21,33331.93,2.11,6.85,13220.84,0,1
967,11896.48,33332.30,1.51,6.46,11888.11,0,1
968,10547.57,33334.63,2.19,7.22,10537.75,0,1
969,9204.01,33336.38,10.06,14.11,9177.80,0,1
970,23834.51,33329.94,2.33,7.25,23824.54,0,1
971,22516.32,33334.99,3.29,8.55,22504.13,0,1
972,21181.81,33333.24,6.88,13.71,21159.99,0,1
973,19847.51,33331.14,3.00,8.88,19835.19,0,1
974,18505.79,33334.38,3.47,8.17,18493.60,0,1
975,17178.64,33331.86,1.81,8.65,17167.70,0,1
976,15832.08,33333.58,2.07,8.27,15821.23,0,1
977,14497.02,33333.24,2.03,7.49,14487.02,0,1
978,13151.06,33336.31,7.59,9.86,13131.77,0,1
979,11804.03,33331.88,2.10,8.07,11793.34,0,1
980,10463.59,33333.05,3.66,8.81,10450.60,0,1
981,9130.83,33332.21,1.98,6.93,9121.59,0,1
982,23806.32,33333.26,1.58,6.87,23797.46,0,1
983,22454.03,33346.54,23.83,25.70,22400.81,0,1
984,21098.55,33328.47,13.60,19.28,21063.71,0,1
985,19771.34,33327.17,9.05,15.83,19745.10,0,1
986,18433.93,33332.23,4.30,11.37,18417.30,0,1
987,17092.27,33332.49,2.06,7.82,17081.97,0,1
988,15755.70,33332.42,1.68,7.44,15746.24,0,1
989,14413.37,33334.75,2.55,7.57,14402.82,0,1
990,13873.77,33338.18,13.40,18.67,13838.18,0,1
991,11905.39,33328.27,5.55,12.44,11886.87,0,1
992,10546.44,33333.06,2.97,9.38,10533.66,0,1
993,9056.80,33335.25,5.21,9.71,9041.03,0,1
994,23693.58,33332.74,2.99,9.09,23680.80,0,1
995,22352.40,33342.69,19.13,20.90,22308.50,0,1
996,21035.39,33322.92,4.08,10.23,21020.51,0,1
997,19694.95,33332.77,2.16,8.54,19683.67,0,1
998,18356.10,33334.46,2.37,7.47,18345.92,0,1
999,17008.42,33335.14,5.06,11.40,16991.37,0,1
1000,15682.66,33334.72,15.73,19.88,15643.97,0,1
